,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,RF
193502,2.94,1.74,0.81,-4.71,-3.09,5.85,-0.92,4.27,-0.02,-5.33,-3.96,-6.75,0.57,-2.22,-3.39,-8.46,-1.13,-9.4,-3.2,-12.14,1.06,7.51,4.76,5.84,-6.73,-2.32,-0.53,-2.89,-1.64,-2.32,0.02
193503,-3.86,-0.96,-5.88,-4.63,-2.24,-6.92,-2.81,-3.13,-3.03,-9.7,-6.89,-4.14,-6.94,-6.16,-6.28,-8.5,3.9,-11.24,-3.66,12.35,-0.71,-2.12,-0.59,-2.32,-9.06,-8.05,-4.28,-3.43,-1.84,-5.19,0.01
193504,4,-3.62,9.03,9.88,10.41,5.92,4.61,3.19,8.72,6.16,10.85,14.27,9.15,9.1,5.44,-0.12,9.12,8.23,15.62,11.15,9.14,1.62,12.14,4,9.67,2.9,6.69,-4.74,6.31,8.08,0.01
193505,0.28,-1.61,2.19,12.6,2.64,-0.96,2.08,-4.01,3.09,1.47,3.39,-0.3,2.88,3.71,2.76,1.98,3.92,-7.22,3.7,13.77,8.39,7.73,0.95,2.67,2.51,-1.7,2.62,1.09,5.72,3.72,0.01
193506,6.57,10.83,4.41,9.33,3.43,3.06,2.08,4.1,6.25,7.9,8,2.86,11.87,9.11,10.05,7.58,-0.15,4.67,1.47,9.12,5.36,0.91,7.09,10.55,7.53,0.97,6.37,4.53,7.34,4.56,0.01
193507,-0.31,2.12,7.57,3.74,2.8,7.92,4.28,3.2,4.98,9.88,12.6,19.86,15.47,14.11,18.66,15.65,1.39,6.74,0.05,9.23,5.75,1.9,1.83,5.78,8.91,0.77,7.62,2.87,8,4.43,0.01
193508,-3.41,9.72,-0.06,13.16,-2.59,1.58,-0.98,0.3,5.12,1.23,1.25,6.54,2.39,4.65,8.8,-2.14,4.78,2.28,-1.94,7.22,4.08,15.05,0.47,-2.97,1.09,13.22,2.98,5.48,5.67,0.75,0.01
193509,1,8.01,1.55,10.24,1.19,0.26,0.17,1.12,7.02,15.54,2.63,4.13,5.87,8.42,10.93,-5.6,0.38,-0.09,-3.37,-2.02,4.29,1.02,6.42,2.6,1.06,3.3,-0.65,2.71,-1.8,4.16,0.01
193510,5.98,16.03,1.59,3.7,13.51,0.54,3.23,5.98,4,7.13,13.8,5.78,8.24,8.07,13.67,7.44,-1.06,-4.4,13.82,14.14,3.12,73.55,10.34,4.39,-0.86,5.34,1.12,5.83,8,6.94,0.01
193511,2.05,-2.4,-0.48,14.31,12.14,-3.02,2.29,1.76,2.44,1.46,5.41,7.37,5.27,8.45,3.67,13.34,10,11.11,2.69,0.84,9.74,9.49,0.54,0.78,14.72,11.82,2.62,16.48,12.72,9.7,0.02
193512,4.04,-1.38,-0.34,2.03,1.18,4.72,2.4,2.36,1.14,3.66,9.22,4.59,3.92,4.48,6.27,12.32,7.46,-0.63,14.31,5.63,-0.15,0.24,1.41,-4.24,3.06,0.43,-1.07,1.73,5.48,1.66,0.01
193601,3.36,-6.6,3.35,13.36,4.76,2.17,4.06,3.47,5.47,9.17,7.37,6.77,8,7.42,4.11,9.23,10.07,8.15,14.14,12.54,4.18,1.33,4.43,-5.62,15.55,7.78,-3.3,18.53,6.53,-0.17,0.01
193602,2.54,9.14,-3.24,2.23,-3.17,-1.13,4.37,3.46,2.96,0.77,5.57,10.45,6.66,-0.86,3.98,7.39,2.92,8.99,1.17,-6.58,6.58,0.76,3.17,-0.35,4.7,-2.32,0.92,6.26,-0.81,-3.66,0.01
193603,-1.23,-0.7,-4.08,-5.36,6.3,3.03,-1.33,3.54,2.87,1.59,-0.67,1.87,7.84,-0.53,10.3,-0.72,-4.1,-5.98,1.87,0.66,-3.35,-6.86,1.08,0.9,-2.85,-0.93,1.13,3.99,-2.26,1.24,0.02
193604,-4.54,-10.05,-2.53,-11.86,-11.48,-10.46,-5.91,-9.17,-6.49,-11.1,-11.34,-10.86,-10.7,-9.39,-9.85,-12.41,-5.5,-13.36,-10.22,-8.32,-5.64,-0.34,-6.9,-1.88,-7.45,-11.81,-5,-11.35,-7.53,-6.49,0.02
193605,6.18,-1.96,4.74,-1.43,-0.22,-1.91,1.62,4.82,6.43,3.03,4.73,6.64,8.16,6.79,4.14,12.16,3.67,2.77,-0.59,9.54,6.48,5.78,1.91,3.14,6.71,8.59,6.7,5.8,13.05,1.11,0.02
193606,3.01,-4.53,2.72,3.81,-4.41,5.93,-0.47,1.32,3.72,0.51,0.25,-1.08,1.62,0.9,6.84,-1.45,-2.84,-1.48,1.8,3.65,2.46,-3.24,2.31,0.46,2.06,3.05,5.42,1.55,3.69,-4.78,0.03
193607,2.43,6.87,3.06,13.32,4.18,2.2,1.23,4.66,9.06,8.02,9.78,10.57,1.48,14.51,5.05,11.02,5.69,8.32,4.71,11.6,2.45,-26.43,6.7,-1.36,12.36,9.31,6.07,9.65,7.19,-0.94,0.01
193608,1.04,8.84,0.03,8.04,6.32,2.07,-1.87,-1.46,-1.38,0.87,1.63,6.31,1.08,4.28,-0.38,3.5,2.51,5.05,-0.72,-1.01,1.78,2.96,-1.92,-2.78,2.06,3.84,2.49,2.32,0.24,1.03,0.02
193609,-1.42,1.65,-0.77,3.83,0.82,2.88,0.46,0.78,1.9,6.14,-0.47,1.32,4.02,-2.41,3.25,6.19,-2.98,4.51,1.36,-2.04,0.34,15.03,1.7,1.99,0.85,3.54,2.78,8.57,2.32,2.57,0.01
193610,4.36,2.84,1.29,8.09,4.16,12.34,2.55,3.8,5.62,8.31,6.86,12.63,8.17,6.62,5.24,-0.61,23.27,-0.34,12.67,5.74,5.11,1.79,3.71,3.73,6.64,7.04,11.4,4.92,5.5,2.26,0.02
193611,4.63,7.96,3.24,12.53,0.86,2.85,4.07,3.41,4.81,11.74,8.86,4.66,5.73,5.57,-0.89,7.56,2.99,4.17,1.46,-2.85,3.88,6.06,5.36,3.24,-3.74,17.43,10.98,9.84,5.99,7.25,0.01
193612,-0.63,-5.63,-2.85,4.28,-0.77,4.18,1.62,-2.04,-2.23,-0.79,1.67,4.5,5.12,3.25,-7.37,6.9,1.58,0.02,9.36,-1.63,-0.4,1.27,1.1,-0.64,-2.04,-1.78,-8.29,-4.92,-2.63,4.94,0
193701,2.39,1.49,2.65,3.37,1.85,12.73,0.45,3.48,1.7,5.03,7.98,6.22,4.32,12.24,7.31,4.96,0.06,2.31,2.42,2.62,-0.84,0.83,-0.53,-0.8,1.2,4.9,-0.02,0.87,0.48,4.91,0.01
193702,2.27,6.69,-1.86,1.08,-2.19,-2.05,1.74,-3.7,-0.69,-1.09,-2.87,10.81,-0.29,-2.3,-0.15,0.16,11.84,0.28,1.52,-4.17,-3.04,10.99,1.55,-1.97,5.93,-3.99,3.12,4.7,-0.35,5.51,0.02
193703,2.24,4.13,-6.72,1,-8.21,-0.36,-2.18,-5.02,-2.23,-4.53,-0.16,5.81,-0.47,-4.87,-3.05,-4.39,6.14,6.47,3.36,-6.31,-2.08,-3.39,-3.42,3.33,5.25,3.81,-2.78,-4.41,-3.62,-2.46,0.01
193704,-7.25,-9.02,-4.11,-4.98,-10.77,-1.53,-3.29,-3.29,-4.61,-8.42,-9.73,-15.35,-3.52,-7.64,-7.97,-11.02,-15.47,-10.36,-5.21,-7.44,-5.22,-9.99,-7.45,-7.17,-4.78,-10.08,-7.06,-12.44,-6.82,-7.86,0.03
193705,-0.2,-0.2,0.09,-0.6,-10.93,-3.43,-0.45,1.74,2.43,-3.12,1.35,0.79,1.19,-0.92,-2.1,-1.38,-1.33,-1.92,-0.16,-5.21,1.59,0.37,5.7,0.87,-3.8,-0.92,-4.69,2.35,-3.25,1.53,0.06
193706,-3.04,-7,-1.74,-7.86,-12.57,-4.28,-6.24,-4.09,-3.01,-6.15,-7.56,-2.15,-3.37,-0.52,-10.66,-6.3,-5.33,-9.76,-2.55,-5.23,1.42,0.4,-3.77,-4.9,-11.52,0.33,-1.43,-7.34,-4.89,-3.04,0.03
193707,3.47,7.98,7.19,14.45,7.85,8.76,6.62,4.17,5.06,10.12,11.96,12.83,9.79,9.63,13,6.73,9.97,2.67,8.51,19.35,3.3,0.43,9.45,9.84,4.41,8.13,10.53,5.91,16.28,3.07,0.03
193708,-2.38,-2.36,-2.16,-2.23,-5.39,-5.51,-3.56,1.11,-2.69,-4.09,-4.86,-5.7,-4.15,-6.41,-2.41,-6.73,-3.45,-0.52,-6.61,-10.16,-2.52,1.91,-0.29,-2.48,-6.98,-4.01,-4.26,-4.36,-15.04,0.35,0.02
193709,-10.59,-11.28,-3.82,-15.76,-21.48,-13.46,-9.9,-10.72,-9.44,-20.41,-19.77,-24.67,-15.62,-15.78,-12.68,-24.07,-17.8,-16.73,-13.14,-11.71,-2.06,-6.63,-9.82,-11,-16.1,-20.22,-13.92,-14.52,-14.58,-17.78,0.04
193710,-7.45,-9.89,-4.39,-10.62,-15.2,-6.97,-11.11,-3.53,-11.9,-13.63,-13.94,-17.19,-17.05,-6.99,-13.19,-11.26,2.16,-12.75,-6.88,-4.86,-5.34,-5.31,-7.59,-6.25,-14.16,-6.78,-6.99,-5.98,-8.32,-8.05,0.02
193711,-5.34,-3.27,-4.74,-19.46,-13.53,-8.26,-12.94,-5.1,-9.72,-15.24,-5.07,-8.5,-12.7,-2.12,-15.64,-6.02,-1.68,-11.06,-11.46,2.92,-3.57,-1.89,-10.38,-11.5,-7.15,-9.59,-14.57,-6.42,-7.38,-8.71,0.02
193712,-2.3,-7.13,-0.63,-12.11,-12.91,-5.32,-3.74,-2.41,0.89,-10.18,-8.47,-1.8,-4.14,-3.31,-16.28,9.64,-1.17,-10.45,-1.16,-10.69,-1.54,-1.14,0.62,-13.34,-8.23,-16.95,-6.28,-9.17,-6.99,-13.24,0
193801,3.94,-1.34,0.49,5.08,11.96,4.46,7.57,3.52,-1.67,9.19,-6.6,-0.87,-3.02,-3.57,12.03,-4.86,8.14,0.86,0.51,-5.7,-2.43,0.51,0.23,8.35,-2.06,5.73,6.03,0.65,-0.21,-0.19,0
193802,4.25,9.3,1.59,2.72,2.78,3.84,2.22,8.61,7.82,5.96,12.23,7.56,11.65,4.33,3.77,9.41,-2.57,1.73,9.49,3.64,-2.32,0.38,4.36,9.28,7.15,6.84,9.59,8.42,6.67,5.4,0
193803,-16.41,-24.64,-12.32,-31.38,-27.78,-21.53,-17.64,-14.45,-22.5,-25.87,-26.82,-30.28,-26.23,-30.85,-27.46,-29.01,-24.07,-31.82,-25.16,-19.62,-17.45,-4.56,-20.34,-18.55,-34.62,-23.95,-22.12,-23.58,-25.21,-24.07,-0.01
193804,13.56,12.11,10.14,23.07,22.52,18.33,10.68,11.83,6.92,12.24,22.14,16.24,14.88,17.18,14.78,26.52,16.35,15.87,15.94,14.79,13.48,2.4,15.93,12.35,11.88,13.93,16.24,15.86,16.56,14.98,0.01
193805,-0.28,-3.24,1.65,-7.38,-3.52,-1.83,-5.72,1.71,-3.63,-7.26,-9.4,-10.73,-9.33,-3.47,-6.86,-6.58,-3.14,-8.58,-5.8,2.21,0.83,35.74,-2,-1.9,-4.8,-4.12,-3.89,-2.42,-5.12,-8.6,0
193806,12.7,17.94,11.36,30.93,32.75,14.12,14.68,10.07,29.95,37.28,40.98,41.26,34.15,31.02,36.01,25.01,18.99,28.88,21.93,16.9,12.42,4.27,19.64,21.12,27,27.03,24.07,16.31,26.37,32.12,0
193807,4.65,11.6,7.68,4.03,10.56,9.51,12.8,5.79,6.1,16.62,8.42,6.49,5.08,4.77,20.39,8.86,9.6,10.47,7.35,0.67,1.27,21.39,8.25,4.08,11.59,8.56,8.97,13.18,8.91,10.87,-0.01
193808,-4.83,-4.97,-2.15,3,-7.6,-0.49,-4.61,0.36,0.38,-6.98,1.46,-3.39,-5.27,-0.44,5.76,-6.23,-1.59,-5.25,-8.85,-5.53,0.28,-3.55,-2.81,-4.26,-5.3,-5.45,-2.35,-3.37,-4.07,-0.35,0
193809,0.08,-0.91,1.36,-1.09,-2.34,0.72,2.3,0.01,2.72,-1.07,1.38,2.18,0.84,2.24,0.67,-1.7,-1.9,-4.08,0.88,1.25,0.87,-4.76,0.24,0.33,-1.66,0.01,0.13,-1.34,0.07,2.47,0.02
193810,5.22,16.38,3.78,13.48,9.13,9.72,3.16,5.64,6.88,9.5,9.7,14.06,8.03,12.19,7.09,24.92,4.95,8.31,-1.62,21.1,3.57,3.78,5.32,8.81,14.29,8.8,8.06,6.81,9.43,4.01,0.01
193811,-3.17,2.47,-1.25,-2,-6.47,-3.39,-5.32,1.38,-0.38,-5.91,-4.47,-0.91,-4.54,-5.96,-1.61,4.21,-2.08,-3.21,-0.14,-7.07,0.59,-6.16,-0.64,-5.24,-1.97,2.21,-0.49,1.36,-1.49,5,-0.06
193812,3.45,-4.58,2.9,-0.57,-1.07,1.22,-0.04,0.85,5.66,2.2,5.73,4.65,3.7,2.96,2.19,14.32,1.72,0.72,4.9,3.95,2.57,-5.11,3.35,5.14,11.98,9.17,0.99,-0.99,0.86,11.33,0
193901,-1.76,-8.91,-1.85,-12.34,-6.18,-1.26,3.5,-0.97,-6.57,-5.51,-10.89,-12.91,-8.59,-7.92,-8.41,-11.32,-4.89,-10.27,-6.27,1.2,1.8,-7.57,-6.57,-7.94,-11.07,-9.58,-3,-6.66,-6.11,-11.12,-0.01
193902,3.83,8.65,-0.34,3.59,0.94,2.25,3.19,3.73,1.08,2.49,3.12,4.48,5.23,3.86,7.37,4.14,-1.79,4.96,-1.22,8.79,3.54,4.05,0.31,1.05,8,1.24,6.26,5.61,4.28,0.75,0.01
193903,-5.43,-14.44,-4.14,-21.08,-20.2,-6.34,-7.07,-4.34,-8.09,-14.84,-21.33,-21.17,-17.22,-17.88,-17.81,-24.22,-9.47,-17.86,-8.24,-13.64,-2.22,-15.49,-8.31,-12.28,-17.75,-10.95,-9.51,-14.4,-11.95,-18.76,-0.01
193904,1.7,-1.97,-0.73,1.53,4.84,1.21,-0.57,1,-1.72,-1.61,-0.97,-2.91,-1,-0.53,0.58,3.36,0,-1.03,-1.06,3.03,2.75,2.59,-7.27,-0.07,-2.31,0.33,-0.16,1,-3.28,-1.53,0
193905,6.29,6.31,4.04,14,8.96,6.35,2.74,5.5,6.28,8.45,11.25,7.57,9.2,7.19,8.13,9.08,2.24,4.43,2.55,6.62,5.57,2.81,10.76,5.1,9.54,6.46,11.57,3.82,8.93,10.47,0.01
193906,-3.04,-4.96,-0.07,-11.51,-7.89,-1,0.57,1.11,-2.67,-4.46,-9.27,-9.84,-8.74,-8.97,-6.56,-10.36,-4.63,-10.29,-6.07,-3.54,-3.78,-9.35,-5.86,-4.04,-9.59,1.7,-2.68,-5.62,-5.32,-10.27,0.01
193907,7.05,4.32,3.79,16.92,9.69,8.88,7.73,3.08,10.42,16.55,13.7,18.79,11.25,16.25,17.15,12.93,10.99,10.45,2.97,12.71,6.51,-28.46,9.58,8.95,13.32,7.51,8.8,1.71,11.07,18.91,0
193908,-7.57,-9.22,-6.52,-15.83,-14.12,-5.83,-7.21,-5.44,-2.46,-10.73,-12.05,-8.64,-10.47,-8.37,-6.99,-11.83,-6.11,-6.02,-3.9,-6.02,-4.2,-17.51,-7.53,-3.76,-11.15,-9.78,-7.23,-11.7,-9.37,-7.71,-0.01
193909,6.3,3.66,-3.02,-14.33,24.2,4.85,25.26,7.08,17.18,25.69,12.1,44.03,35.07,18.51,24.41,49.12,13.64,92.6,25.05,3.61,2.38,3.95,-0.93,25.31,41.61,4.32,1.57,2.01,12.31,0.88,0.01
193910,2.63,4.99,5.8,15.61,-1.98,3.74,-3.51,0.21,-3.06,1.07,2.77,-4.82,-5.27,-3,-1.91,3.27,2.23,-10.19,-3.85,2.11,3.05,6.02,4.48,-3.11,-4.53,2.26,5.83,4.67,-0.06,3.18,0
193911,-0.99,-3.64,1.75,-8.92,-12.17,-0.11,-0.74,1.22,-2.73,-5.85,-5.04,-9.64,-7.58,-3.18,-3.3,-10.45,-3.56,-21.4,-5.97,-1.49,0.97,-14.58,-1.22,-3.89,-7.01,-2.12,-2.3,-2.43,-0.42,-2.62,0
193912,2.96,-0.6,4.83,3.48,3.81,4.11,-2.63,3.77,4.56,2.89,1.9,2.17,5.79,4.69,3.95,6.4,-0.5,0.02,-0.08,2.95,2.87,-5.66,1.15,5.67,3.19,-8.51,3.21,-1.2,2.8,1.25,0
194001,1.46,1.63,2.33,1.11,1.97,3.3,1.2,-1.79,-2.72,0.06,-1.51,-9.43,-6.16,-4.97,-4.28,-6.46,-1.89,-4.09,-2.17,-0.05,-0.12,7.04,-2.35,-0.49,-4.61,-2.27,-0.96,1.48,0.59,3.99,0
194002,0.37,2.89,1.81,-0.45,1.13,1.5,1.06,1.48,2.68,0.18,-2.27,5.31,0.93,-0.06,2.26,2.22,0.23,5.16,0.94,-1.24,1.04,16.17,-1.78,3.11,1.45,4.1,2.49,3.06,0.41,2.4,0
194003,2.36,4.44,0.63,1.02,2.39,0.3,-1.58,1.9,2.43,1.38,1.22,0.69,3.28,4.37,3.42,1.94,1.75,2.07,1.71,1.74,1.16,5.8,-0.06,-0.61,3.23,4.98,3.03,6.74,2.5,2.41,0
194004,1.78,-0.81,2.15,-7.59,0.81,1.41,2.93,-0.31,0.72,-2.01,-0.83,0.71,0.17,-2.24,-0.78,-0.32,-1.25,1.8,0.16,-1.35,0.33,-2.9,0.36,6.95,-0.03,-2.03,-0.13,0.8,-0.9,-0.75,0
194005,-21.92,-28.21,-17.74,-32.08,-30.4,-22.65,-20.58,-21.23,-19.37,-27.9,-29.32,-22.59,-23.95,-21.28,-26.13,-19.71,-20.35,-28,-24.46,-19.96,-14.15,-34.84,-19.6,-25.85,-23.81,-30.76,-24.38,-23.66,-26.26,-32.36,-0.02
194006,4.55,4.33,5.95,6.81,6.02,11.29,10.52,4.91,3.8,7.24,6.61,4.01,6.33,5.64,8.37,-3.62,0.66,15.05,5.58,17.43,8.72,2.04,-3.14,6.58,12.36,12.26,9.05,4.54,6.58,9.48,0
194007,0.62,10.22,-1.63,0.91,6.72,4.71,-4.66,-0.51,2.94,5.4,9.39,4.25,5.71,6.09,5.84,4.75,0.32,1.85,3.22,0.09,1.98,4.76,2.21,3.05,4.12,0.86,4.47,2.5,4.82,7.27,0.01
194008,1.1,1.69,1.22,3.03,-0.46,-4.06,2.25,-2.3,2.66,5.18,5.03,2.73,1.53,2.57,7.21,4.52,1.1,3.16,1.39,-1.05,-0.37,5.01,5.29,1.78,3.63,-1.1,2.95,-0.1,2.43,5.12,-0.01
194009,2.25,4.34,2.38,3.07,2.08,5.04,3.27,4.61,3.23,6.04,3.96,5.57,6.91,3.83,2.93,2.82,5.95,6.76,-2.35,-2.19,1.66,5.93,5.26,1.46,2.57,12.48,3.21,3.84,-0.43,6.66,0
194010,-0.86,-1.09,-3.24,10.25,3.99,-8.92,0,-3,-0.57,4.01,2.49,12.82,8.62,1.94,4.33,5.6,4.39,1.45,6.36,3.82,1.61,-0.84,3.73,-0.77,4.92,0.12,0.06,1.55,6.42,-0.54,0
194011,-0.6,7.35,-2.51,8.51,-1.77,0.21,-0.18,-1.82,-5.11,-0.42,-2.58,1.73,0.35,-4.29,-0.55,2.41,7.02,-2.84,0.91,-13.06,0.61,4.23,0.97,-3.87,-2.83,-6.42,-2.21,6.74,0.22,-0.23,0
194012,0.84,-0.03,0.62,8.55,-1.35,2.52,-0.17,-0.23,1.94,-2.59,-1.77,1.62,0.88,0.07,-3.14,0.2,0.11,14.05,2.19,1.76,2.04,-1.67,-0.49,-0.38,1.01,-8.41,0.58,-3.21,-3.18,-2.88,0
194101,-1.66,-2.83,1.15,-1.95,0.33,-2.37,3.97,-2.2,-6.79,-2.47,-5.69,-9.96,-6.11,-2.71,-9.55,-6.84,-2.02,-8.82,-2.07,-2.17,-2.11,-2.67,-2.22,-2.56,-1.5,1.4,-3.75,0.86,-1.22,3.51,-0.01
194102,-2.61,-3.75,-2.33,0.55,-0.99,-4.65,-2.96,-4.7,-2.41,-0.97,-2.49,-1.55,-2.59,-0.26,1.5,-1.34,-1.13,-1.8,-0.69,-1.21,-2.24,-6.09,-0.56,-1.01,0.08,-4.49,-2.51,-2.22,-0.55,-2.57,-0.01
194103,2.27,0.81,-2.75,1.4,1.78,4.76,0.41,1.78,1.71,3.6,-1.86,-0.53,0.4,-0.76,-1.51,1.31,1.65,1.42,3.77,-3.32,1.79,0.09,3.02,1.02,2.68,-1.11,1.22,3.03,0.08,-1.39,0.01
194104,-4.04,-8.59,-3.85,-3.1,-4.48,-4.43,-1.77,-5.23,-3.78,-8.12,-5.19,-7.44,-7.58,-9.32,-10.41,-6.06,-6.21,-3.4,1.44,-9.62,-6.36,1.81,-7.72,-7.28,-2.92,-1.38,-5.33,-1.25,-7.49,-8.6,-0.01
194105,-0.91,6.04,-2.97,-4.63,-0.66,-1.54,-1.31,-1.45,3.66,-0.61,-0.25,6.02,4.37,-0.96,0.45,5.85,3.03,-0.67,5.52,-4.43,0.4,-5.13,0.81,-1.56,-1.44,-3.13,2.36,0.61,-2.2,0.57,0
194106,4.45,8.72,10.15,9.37,3.58,12.05,3.13,6.72,6.73,5.91,6.79,5.62,6.05,11.83,3.64,5.53,6,17.67,5.1,3.94,5.04,3.5,8.36,6.53,3.81,8.05,5.05,4.89,4.07,12.35,0
194107,6.42,12.57,2.7,13.91,4.64,4.37,8.48,8.06,5.94,9.62,7.04,7.6,8.59,0.31,4.71,8.11,7.62,22.89,10.97,5.36,-0.35,6.8,5.31,9.27,6.8,19.01,4.6,5.56,7.64,5.51,0.03
194108,1.37,11.23,-0.73,12.84,-2.41,0.75,-0.26,0.09,-0.59,-0.51,0.24,-1.54,-0.11,1.4,2.34,0.05,0.11,-1.94,-3.47,-2.05,1.07,-4.11,-0.65,-2.16,-0.65,2.21,2.4,2,0.39,2.35,0.01
194109,3.01,-1.1,0.47,-0.4,-2.29,-1.46,0.59,-0.2,-2.08,-0.79,-1.81,-5.08,-2.76,-1.99,3.93,-3.84,-3.32,-5.86,-0.59,-2.82,0.26,-1.11,1.96,0.94,-3.54,-3.36,0.53,-2.49,0.52,0,0.01
194110,-4.6,-1.34,-13.04,-2,-8.04,-3.66,-3.86,-3.69,-6.35,-4.16,-11.05,-5.82,-7.33,-12.42,-7.88,-5.48,-7.48,-5.97,2.28,-9.66,-2.72,-4.64,-5.17,-6.43,-2.63,-8.69,-5.2,-2.27,-6,-3.11,0
194111,-0.5,0.67,-9.61,2.51,-5.94,-3.9,-1.03,-2.93,0.61,-2.92,-0.43,-2.23,-3.06,-2.35,-3.42,-0.26,0.64,-1.78,3.18,-6.67,-4.03,12.29,-1.42,-8.44,-2.19,0.48,-4.6,-1.63,-2.57,-3.37,0
194112,-5.05,-6.44,-0.92,-3.13,-14.36,-6.78,-0.96,-1.58,0.8,-7.1,-0.07,6.8,0.9,0.46,-12.86,0.97,-2.39,-4.31,-11.16,-7.47,-8.58,-25.6,0.52,-12.52,-5.84,-5.61,-9.89,-6.37,-7.49,-10.87,0.01
194201,-0.62,5.65,6.8,5.34,14.55,-3.57,10.81,-2.97,-7.98,6.92,2.94,0.29,4.25,2.52,6.43,-2.43,6.1,3.38,-1.66,4.09,-1.35,11,-2.03,6.49,12.4,1.79,0.61,3.44,5.74,10.77,0.02
194202,-6.97,-1.7,-4.29,1.11,-0.89,-4.63,-2.12,-5.34,-4.97,-0.73,-1.35,-0.49,-2.56,-2.82,5.4,0.35,-2.08,-0.64,-5.87,-2.44,-0.56,-1.68,-1.7,-0.86,-2.65,4.22,-2.02,-0.17,0.22,-3.2,0.01
194203,-7.02,-4.7,-13.18,-4.24,-0.13,-2.2,-2.56,-5.53,-8.18,-3.54,-3.85,-4.51,-6.24,-6.38,1.48,-2.86,-11.18,-3.11,-8.28,-12.12,-6.9,-11.95,-6.03,-4.66,-9.52,-1.22,-7.24,-1.65,-6.23,-3.94,0.01
194204,-2.51,-6.68,-5.44,-5.63,-1.73,1.67,-9.68,-4.44,-1.84,-5.87,-4.06,-7.35,-5.02,-3.99,-4.16,-10.44,-4.49,-6.93,-3.52,-3.41,-7.31,-1.66,-2.87,-3.44,-0.9,-7.41,-5.89,-3.75,-1.66,-0.95,0.01
194205,7.59,9.88,13.15,9.46,4,0.67,2.37,14.72,4.7,6.71,5.97,-2.88,3.96,8.45,10.39,-3.63,5.13,-0.65,6.89,8.44,7.75,4.75,6.78,4.8,0.91,5.12,12.05,0.61,8.5,4.15,0.03
194206,4.42,2.81,2.14,3.25,6.64,3.95,3.05,2.87,4.97,1.81,2.37,3.49,3.69,2.87,1.62,-0.32,3.95,1.6,4.47,1.71,-2.21,-5.05,8.07,2.65,1.24,1.33,2.6,1.24,2.07,2.36,0.02
194207,2.03,7.35,1.99,9.06,4.63,4.75,3.83,1.63,1.03,5.62,3.61,3.84,3.29,1.36,2.39,5.25,4.9,6.85,6.07,-0.4,4.51,-0.06,2.79,-0.09,7.39,10.79,4.77,12.16,5.48,2.63,0.03
194208,1.69,7.42,-2.37,0.07,3.96,0.96,1.33,2.46,1.03,2.93,-0.17,1.43,-0.18,1.82,2.65,5.24,-0.16,0.49,3.6,0.82,2.52,-0.7,-1.33,1.38,3.74,2.84,1.7,2.93,1.9,-0.51,0.03
194209,0.72,4.98,-3.49,3.93,0.6,1.83,1.79,0.29,4.75,3.64,3.49,1.46,3.62,5.33,2.88,3.83,1.16,4.94,2.37,5.86,2.07,5.29,4.91,0.9,4.29,1.82,0.65,1.72,2.24,5.49,0.03
194210,4.45,-0.56,5.48,6.82,11.77,7.07,2.32,4.16,6.66,5.66,6.52,6.83,7.52,7.13,6.1,7.26,9.89,5.82,9.69,15.16,6.22,11.87,4.61,5.17,8.71,4.39,0.49,4.8,9.29,0.7,0.03
194211,5.01,0.25,-1.22,-1.72,0.64,-0.84,-1.67,1.61,0.69,3.23,2.4,-6.96,-1.16,1,-0.31,-9.49,-2.08,-7.22,1.02,-1.27,2.66,8.84,4.26,0.86,-3.63,1.9,6.84,4.31,2.85,6.52,0.03
194212,3.78,4.87,6.28,7.77,1.87,-0.42,7.95,8.72,6.1,5.81,6.65,3.72,8.18,6.69,9.01,3.09,5.46,1.51,7.57,4.39,0.38,-3.84,5.11,3.94,3.56,9.39,2.69,-2.71,5.21,2.62,0.03
194301,8.12,7.46,12.31,2.19,14.59,6.66,6.69,2.5,4.62,8.97,6.58,9.48,5.51,11.95,5.13,11.15,8.53,10.58,6.39,14.72,3.81,16.45,5.49,11.48,7.3,4.08,6.9,15.4,6.65,9.09,0.03
194302,4.12,5.6,0.37,11.36,17.98,8.77,7.56,3.67,2.32,7.35,7.45,5.95,7.92,4.67,7.81,9.23,4.81,11.42,7.9,7.9,8.84,10.26,0.82,4.05,10.64,11.51,2.89,4.2,9.29,1.64,0.03
194303,4.09,9.69,3,24.78,12.64,2.59,5.02,4.59,2.64,10.12,7.18,8.38,7.05,7.54,5.98,10.13,8.79,15.22,6.96,4.71,0.65,27.1,7.26,4.86,9.21,12.5,8.57,9.27,9.67,6.09,0.03
194304,0.52,9.74,1.15,1.52,8.64,1.12,-2.08,1.43,-0.77,1.09,-1.23,-3.99,-0.8,1.39,0.93,-0.45,-1.5,12.63,0.88,4.04,4.19,0.99,0.82,-0.83,3.5,7.79,1.64,8.63,1.55,1.65,0.03
194305,7.14,3.25,6.35,11.85,15.61,4.71,4.42,5.16,6.9,2.53,7.05,3.38,3.35,6.16,6.29,6.68,1.56,3.98,5.74,4.52,4.6,21.4,6.58,6.35,4.96,3.74,7.66,4.57,8.62,7.69,0.03
